ID,Age_Years,Gender,Marital_Status,Education,Employment,Account_Tenure_Months,Account_Balance,Transaction_Frequency,Product_Count,Number_of_Complaints,Satisfaction_Rate,Support_Calls,Email_Subscription,Has_Credit_Card,Churn_Status,Customer_Value_Score,Engagement_Level,Risk_Profile
CUST1314,28,Male,Single,Primary,Self-employed,24,342500,14,2,0,0.72,1,0,0,0,0.236,Medium,Low_Risk
CUST1836,24,Female,Single,Primary,Employed,63,76589,14,2,0,0.69,0,1,0,0,0.236,Medium,Low_Risk
CUST1691,19,Female,Married,Secondary,Self-employed,103,98334,7,2,0,0.55,1,1,1,0,0.236,Low,Low_Risk
CUST2160,26,Female,Single,,Employed,62,167188,12,1,0,0.75,0,1,1,0,0.236,Low,Low_Risk
CUST0218,35,Female,Single,Primary,Employed,95,69688,9,1,0,0.87,2,0,1,0,0.236,Low,Low_Risk
CUST1169,34,Female,Married,Primary,Employed,62,209761,11,3,1,0.85,1,1,0,0,0.236,Medium,Low_Risk
CUST2626,35,Male,Married,Secondary,Employed,31,85459,19,2,0,0.68,2,1,0,0,0.236,Medium,Low_Risk
CUST1433,48,Male,Single,,Employed,69,34605,14,2,0,0.62,0,1,0,0,0.236,Medium,Low_Risk
CUST2440,41,Female,Married,Secondary,Self-employed,64,23392,15,1,1,0.89,0,0,0,0,0.235,Low,Low_Risk
CUST2154,40,Female,Single,Secondary,Employed,19,331494,15,4,0,0.64,1,0,0,0,0.235,Medium,Low_Risk
CUST0201,64,Male,Married,University,Employed,61,423514,6,2,0,0.58,1,1,1,0,0.235,Low,Low_Risk
CUST2115,45,Female,Divorced,Primary,Unemployed,56,160882,13,3,0,0.82,0,1,1,0,0.235,Medium,Low_Risk
CUST0624,22,Female,Single,Secondary,Employed,87,32216,11,1,0,0.86,2,0,1,0,0.235,Low,Low_Risk
CUST0154,23,Male,Married,Secondary,Employed,43,37549,18,2,0,0.71,1,0,0,0,0.235,Medium,Low_Risk
CUST0777,30,Female,Single,University,Self-employed,14,325836,16,2,0,0.7,2,0,0,0,0.235,Medium,Low_Risk
CUST2317,22,Female,Married,University,Self-employed,51,110752,15,3,0,0.57,0,0,1,0,0.235,Medium,Low_Risk
CUST0081,26,Female,Single,Secondary,Employed,28,140710,18,3,0,0.65,1,1,1,0,0.235,Medium,Low_Risk
CUST0740,35,Female,Married,Secondary,Self-employed,83,231986,7,1,0,0.68,1,1,0,0,0.235,Low,Low_Risk
CUST0162,39,Male,Single,University,Employed,80,81358,11,1,0,0.69,0,0,1,0,0.235,Low,Low_Risk
CUST0414,26,Female,Married,Secondary,Employed,49,125448,15,2,0,0.85,1,0,0,0,0.235,Medium,Low_Risk
CUST0831,18,Male,Married,Primary,Self-employed,85,45882,11,4,0,0.62,0,0,1,0,0.235,Medium,Low_Risk
CUST1970,25,Female,Single,Secondary,Employed,59,143497,13,2,0,0.68,0,1,1,0,0.235,Medium,Low_Risk
CUST0194,63,Male,Married,University,Employed,8,24061,24,1,0,0.59,1,1,1,0,0.235,Medium,Low_Risk
CUST1210,52,Female,Single,Secondary,Self-employed,98,84901,8,2,1,0.89,2,1,1,0,0.235,Low,Low_Risk
CUST2993,30,Male,Married,Secondary,Employed,52,60540,16,1,1,0.71,1,1,0,0,0.235,Low,Low_Risk
CUST0964,44,Male,Single,Primary,Self-employed,59,54602,15,2,0,0.87,2,1,1,0,0.235,Medium,Low_Risk
CUST2069,34,Male,Married,Primary,Unemployed,65,141248,12,2,0,0.88,0,1,0,0,0.235,Low,Low_Risk
CUST0749,18,Male,Married,Secondary,Employed,42,175480,15,2,0,0.66,1,1,0,0,0.235,Medium,Low_Risk
CUST0800,33,Female,Single,Primary,Employed,5,258164,19,1,0,0.61,1,1,0,0,0.235,Medium,Low_Risk
CUST2004,33,Male,Single,Primary,Employed,104,1309,9,2,0,0.94,2,0,0,0,0.235,Low,Low_Risk
CUST1731,31,Female,Single,University,Self-employed,84,49060,11,1,0,0.75,3,1,0,0,0.234,Low,Low_Risk
CUST0048,23,Female,Single,Secondary,Employed,43,34211,18,1,0,0.75,0,1,1,0,0.234,Medium,Low_Risk
CUST2518,45,Female,Single,Primary,Employed,25,202341,17,2,0,0.87,0,0,1,0,0.234,Medium,Low_Risk
CUST0788,34,Male,Married,Secondary,Employed,46,142198,15,1,0,0.67,1,1,1,0,0.234,Low,Low_Risk
CUST0821,28,Female,Married,Secondary,Self-employed,56,117181,14,4,0,0.9,1,1,0,0,0.234,Medium,Low_Risk
CUST1781,37,Male,Married,,Employed,22,10448,22,3,0,0.82,1,1,0,0,0.234,High,Low_Risk
CUST2199,32,Female,Married,Primary,Employed,75,27697,13,4,0,0.55,1,0,1,0,0.234,Medium,Low_Risk
CUST1161,45,Male,Married,University,Employed,41,90889,17,1,0,0.78,2,0,0,0,0.234,Low,Low_Risk
CUST2790,38,Female,Single,Secondary,Employed,62,73845,14,4,0,0.64,1,1,0,0,0.234,Medium,Low_Risk
CUST1094,40,Male,Single,Secondary,Employed,89,16136,11,4,0,0.81,0,1,1,0,0.234,Medium,Low_Risk
CUST2582,41,Female,Married,University,Self-employed,24,334401,14,4,0,0.75,1,1,0,0,0.234,Medium,Low_Risk
CUST1088,28,Male,Single,Secondary,Self-employed,72,49935,13,1,0,0.74,2,0,1,0,0.234,Low,Low_Risk
CUST1782,45,Female,Married,Secondary,Employed,45,20183,18,4,1,0.64,0,1,0,0,0.234,High,Low_Risk
CUST2705,38,Female,Married,Primary,Self-employed,38,111283,17,3,1,0.86,2,1,0,0,0.234,Medium,Low_Risk
CUST0854,38,Female,Married,Secondary,Employed,56,158950,13,1,0,0.67,0,0,1,0,0.234,Low,Low_Risk
CUST1865,24,Male,Single,Primary,Employed,54,172099,13,3,0,0.78,0,0,0,0,0.234,Medium,Low_Risk
CUST0812,44,Male,Married,Primary,Employed,25,75050,20,2,0,0.71,2,1,0,0,0.234,Medium,Low_Risk
CUST2259,50,Female,Married,University,Employed,29,130468,18,1,0,0.67,0,1,0,0,0.234,Medium,Low_Risk
CUST2331,28,Female,Single,Primary,Employed,18,334212,15,3,0,0.8,0,1,0,0,0.234,Medium,Low_Risk
CUST2066,18,Male,Married,Secondary,Self-employed,52,58529,16,2,0,0.86,2,0,1,0,0.234,Medium,Low_Risk
CUST1719,18,Male,Married,Primary,Unemployed,86,35560,11,2,0,0.7,1,0,0,0,0.234,Low,Low_Risk
CUST0831,43,Female,Divorced,University,Employed,84,7456,12,2,0,0.9,3,1,0,0,0.234,Low,Low_Risk
CUST0874,33,Female,Married,Primary,Self-employed,32,195171,16,2,0,0.74,1,1,0,0,0.234,Medium,Low_Risk
CUST2718,53,Female,Married,Secondary,Employed,62,116172,13,2,1,0.88,1,1,1,0,0.234,Medium,Low_Risk
CUST1556,24,Male,Married,Secondary,Employed,54,86198,15,2,1,0.71,0,0,1,0,0.234,Medium,Low_Risk
CUST1362,25,Female,Single,Secondary,Self-employed,1,577255,12,1,0,0.68,1,0,0,0,0.233,Low,Low_Risk
CUST1099,39,Male,Married,University,Employed,68,28377,14,2,0,0.81,3,1,0,0,0.233,Medium,Low_Risk
CUST2635,30,Male,Single,University,Employed,92,76889,9,3,1,0.62,3,1,0,0,0.233,Medium,Medium_Risk
CUST1964,57,Female,Married,,Employed,37,74263,18,2,0,0.83,1,1,0,0,0.233,Medium,Low_Risk
CUST2080,43,Female,Married,Secondary,Employed,83,54290,11,1,0,0.85,1,0,1,0,0.233,Low,Low_Risk
CUST1482,49,Male,Married,Secondary,Self-employed,56,67978,15,2,0,0.71,2,0,0,0,0.233,Medium,Low_Risk
CUST0489,35,Female,Single,Secondary,Self-employed,63,65253,14,1,0,0.61,1,1,0,0,0.233,Low,Low_Risk
CUST1723,43,Female,Single,University,Employed,70,16898,14,1,0,0.76,0,1,0,0,0.233,Low,Low_Risk
CUST1401,38,Female,Married,,Unemployed,62,28146,15,1,0,0.66,0,1,0,0,0.233,Low,Low_Risk
CUST1351,32,Male,Married,Secondary,Employed,29,554093,8,4,1,0.86,0,1,0,0,0.233,Medium,Low_Risk
CUST0570,33,Male,Married,Secondary,Self-employed,83,8711,12,1,0,0.6,1,1,1,0,0.233,Low,Low_Risk
CUST0849,36,Female,Single,Secondary,Employed,49,161723,14,2,0,0.96,2,1,0,0,0.233,Medium,Low_Risk
CUST1935,36,Female,Single,Secondary,Employed,52,11038,17,3,0,0.98,1,0,1,0,0.233,Medium,Low_Risk
CUST0502,33,Female,Divorced,Secondary,Employed,62,26050,15,2,0,0.75,2,1,0,0,0.233,Medium,Low_Risk
CUST0849,18,Male,Married,Secondary,Self-employed,130,27302,4,2,0,0.55,0,1,1,0,0.233,Low,Low_Risk
CUST2046,30,Male,Divorced,Secondary,Self-employed,65,48302,14,3,0,0.53,1,0,0,0,0.233,Medium,Low_Risk
CUST1033,45,Male,Married,Primary,Employed,85,122607,9,4,0,0.76,0,0,0,0,0.233,Medium,Low_Risk
CUST0051,18,Male,Single,University,Self-employed,78,2622,13,1,0,0.68,0,1,0,0,0.233,Low,Low_Risk
CUST2290,43,Male,Single,Primary,Self-employed,88,16932,11,3,0,0.75,0,0,0,0,0.233,Medium,Low_Risk
CUST0398,30,Male,Married,Secondary,Employed,29,168490,17,1,0,0.78,0,1,0,0,0.233,Low,Low_Risk
CUST2683,51,Male,Single,Primary,Employed,52,52697,16,1,0,0.62,1,1,0,0,0.233,Low,Low_Risk
CUST1119,37,Female,Single,University,Self-employed,44,23634,18,1,0,0.72,3,1,0,0,0.233,Medium,Low_Risk
CUST0794,32,Female,Single,Primary,Unemployed,49,198994,13,4,0,0.52,0,1,0,0,0.232,Medium,Low_Risk
CUST2593,46,Female,Married,,Self-employed,4,380118,16,2,1,0.89,0,1,0,0,0.232,Medium,Low_Risk
CUST0716,30,Female,Single,Secondary,Employed,7,147901,21,1,0,0.95,2,1,1,0,0.232,Medium,Low_Risk
CUST0537,36,Female,Single,Secondary,Unemployed,87,20818,11,1,0,0.62,1,1,1,0,0.232,Low,Low_Risk
CUST1653,29,Female,Single,Primary,Employed,24,328842,14,1,0,0.79,3,0,0,0,0.232,Low,Low_Risk
CUST2699,26,Female,Divorced,University,Employed,28,2569,21,3,0,0.88,1,1,0,0,0.232,Medium,Low_Risk
CUST2717,27,Female,Single,University,Employed,53,84383,15,1,0,0.53,1,1,1,0,0.232,Low,Low_Risk
CUST0266,18,Female,Single,Primary,Employed,30,117161,18,1,2,0.68,0,1,1,0,0.232,Medium,Low_Risk
CUST1943,41,Male,Married,Secondary,Self-employed,31,110460,18,1,0,0.6,2,0,0,0,0.232,Medium,Low_Risk
CUST0744,38,Female,Married,Secondary,Employed,32,189107,16,1,0,0.74,0,0,0,0,0.232,Low,Low_Risk
CUST0781,49,Female,Single,Primary,Employed,27,51714,20,4,0,0.66,0,0,1,0,0.232,High,Low_Risk
CUST2857,36,Male,Married,Primary,Employed,71,2926,14,3,0,0.6,0,0,0,0,0.232,Medium,Low_Risk
CUST2493,52,Female,Divorced,Secondary,Employed,32,143693,17,1,0,0.77,0,1,1,0,0.232,Low,Low_Risk
CUST1980,18,Male,Married,Secondary,Employed,2,392707,16,2,1,0.94,1,1,1,0,0.232,Medium,Low_Risk
CUST1141,35,Male,Single,Primary,Employed,52,51581,16,3,2,0.83,2,1,0,0,0.232,Medium,Medium_Risk
CUST1008,24,Female,Married,Secondary,Employed,67,159277,11,4,0,0.98,1,1,0,0,0.232,Medium,Low_Risk
CUST1953,40,Female,Married,University,Employed,56,64436,15,2,0,0.63,1,1,0,0,0.232,Medium,Low_Risk
CUST1708,23,Male,Single,Secondary,Self-employed,86,65200,10,1,1,0.53,3,1,1,0,0.231,Low,Medium_Risk
CUST1562,26,Female,Single,Primary,Employed,89,46687,10,2,0,0.99,1,0,1,0,0.231,Low,Low_Risk
CUST2647,25,Female,Married,,Unemployed,59,38912,15,1,0,0.68,1,0,0,0,0.231,Low,Low_Risk
CUST2532,39,Male,Single,,Self-employed,20,266526,16,1,0,0.53,2,1,1,0,0.231,Low,Low_Risk
CUST2186,43,Female,Divorced,University,Self-employed,34,43682,19,3,0,0.57,0,1,1,0,0.231,Medium,Low_Risk
CUST2278,34,Male,Married,University,Employed,47,163610,14,3,1,0.82,0,0,0,0,0.231,Medium,Low_Risk
CUST2386,30,Female,Single,Secondary,Employed,95,133440,7,1,0,0.56,1,1,0,0,0.231,Low,Low_Risk
CUST0253,32,Male,Married,University,Employed,74,191933,9,2,0,0.96,1,1,1,0,0.231,Low,Low_Risk
CUST1181,27,Female,Married,Primary,Employed,89,88919,9,2,2,0.61,1,1,0,0,0.231,Low,Medium_Risk
CUST2634,23,Female,Single,Secondary,Employed,83,3718,12,1,0,0.93,2,0,1,0,0.231,Low,Low_Risk
CUST1715,41,Female,Divorced,Secondary,Self-employed,58,4992,16,4,0,0.73,2,1,1,0,0.231,Medium,Low_Risk
CUST2537,40,Male,Married,Secondary,Self-employed,72,35311,13,4,1,0.5,1,0,0,0,0.231,Medium,Low_Risk
CUST0686,40,Male,Married,Secondary,Employed,81,59666,11,3,1,0.72,2,1,0,0,0.231,Medium,Low_Risk
CUST1225,21,Male,Married,Primary,Employed,10,208303,19,1,0,0.84,2,1,1,0,0.231,Medium,Low_Risk
CUST0749,35,Female,Single,University,Employed,52,47489,16,1,0,0.66,2,0,1,0,0.231,Low,Low_Risk
CUST1125,23,Male,Single,University,Self-employed,59,81846,14,1,0,0.74,2,1,0,0,0.231,Low,Low_Risk
CUST2935,31,Male,Married,Primary,Employed,20,310075,15,4,0,0.87,1,0,0,0,0.231,Medium,Low_Risk
CUST2994,32,Male,Married,University,Employed,77,210302,8,2,0,0.68,1,1,0,0,0.23,Low,Low_Risk
CUST1493,18,Female,Married,Secondary,Employed,38,182128,15,2,1,1.0,3,0,0,0,0.23,Medium,Medium_Risk
CUST1450,34,Female,Single,Secondary,Employed,90,77407,9,3,1,0.57,0,1,0,0,0.23,Medium,Low_Risk
CUST0728,52,Female,Single,Secondary,Employed,25,226104,16,3,0,0.9,0,0,0,0,0.23,Medium,Low_Risk
CUST0553,24,Male,Single,Secondary,Employed,64,2315,15,4,2,0.79,1,1,1,0,0.23,Medium,Medium_Risk
CUST1667,38,Female,Married,Primary,Self-employed,57,134816,13,2,0,0.84,2,1,1,0,0.23,Medium,Low_Risk
CUST2593,46,Male,Divorced,Primary,Self-employed,13,182570,19,2,1,0.63,0,0,0,0,0.23,Medium,Low_Risk
CUST1078,27,Male,Married,Primary,Employed,20,304595,15,1,0,0.68,2,1,0,0,0.23,Low,Low_Risk
CUST1956,45,Female,Married,,Unemployed,57,49543,15,2,0,0.6,1,0,0,0,0.23,Medium,Low_Risk
CUST0507,38,Male,Single,Secondary,Employed,4,285880,18,4,0,0.87,0,1,0,0,0.23,High,Low_Risk
CUST2718,37,Female,Single,University,Self-employed,32,307288,13,4,0,0.55,1,0,0,0,0.23,Medium,Low_Risk
CUST2323,39,Female,Single,Primary,Employed,18,105842,20,3,0,0.86,0,1,0,0,0.23,Medium,Low_Risk
CUST0532,37,Male,Married,Primary,Employed,35,369594,11,3,0,0.62,2,0,0,0,0.23,Medium,Low_Risk
CUST1100,31,Female,Married,Primary,Self-employed,57,136885,13,3,0,0.53,1,1,0,0,0.23,Medium,Low_Risk
CUST2525,18,Male,Married,Primary,Unemployed,63,137511,12,1,0,0.64,0,1,0,0,0.23,Low,Low_Risk
CUST1029,51,Female,Married,,Self-employed,79,109997,10,2,0,0.76,3,1,0,0,0.23,Low,Low_Risk
CUST2928,32,Male,Married,Primary,Unemployed,23,156334,18,2,0,0.95,0,1,0,0,0.23,Medium,Low_Risk
CUST2603,29,Male,Married,University,Self-employed,77,82992,11,2,0,1.0,1,1,0,0,0.23,Low,Low_Risk
CUST1815,27,Male,Divorced,University,Employed,49,100877,15,2,0,0.98,1,1,0,0,0.229,Medium,Low_Risk
CUST1557,18,Male,Married,Secondary,Employed,18,227823,17,2,0,0.91,0,1,0,0,0.229,Medium,Low_Risk
CUST1553,35,Female,Married,Secondary,Employed,24,103072,19,1,0,0.94,2,1,1,0,0.229,Medium,Low_Risk
CUST0163,33,Female,Single,,Employed,76,43768,12,2,0,0.74,2,1,0,0,0.229,Low,Low_Risk
CUST0460,32,Female,Married,Secondary,Self-employed,66,27631,14,4,0,0.94,0,1,0,0,0.229,Medium,Low_Risk
CUST1700,46,Female,Married,Primary,Employed,38,132480,16,1,0,0.86,2,1,0,0,0.229,Low,Low_Risk
CUST2384,30,Female,Single,University,Employed,24,145631,18,2,0,0.9,2,1,0,0,0.229,Medium,Low_Risk
CUST1246,27,Male,Single,University,Employed,24,188774,17,1,0,0.65,1,0,0,0,0.229,Low,Low_Risk
CUST2115,35,Male,Single,University,Unemployed,18,61261,21,1,0,0.59,0,1,1,0,0.229,Medium,Low_Risk
CUST1910,39,Female,Divorced,Secondary,Employed,48,108492,15,1,0,0.73,0,1,0,0,0.229,Low,Low_Risk
CUST2612,30,Female,Married,University,Employed,44,348384,10,3,0,0.94,0,1,0,0,0.229,Medium,Low_Risk
CUST1871,26,Female,Single,Secondary,Employed,59,160447,12,1,0,0.55,0,1,0,0,0.229,Low,Low_Risk
CUST0520,31,Female,Married,Secondary,Unemployed,83,79025,10,1,0,0.61,0,1,1,0,0.229,Low,Low_Risk
CUST2117,22,Male,Divorced,Secondary,Employed,91,110046,8,3,0,0.9,1,1,0,0,0.229,Medium,Low_Risk
CUST1194,18,Female,Married,Secondary,Employed,8,128786,21,1,0,0.99,1,0,0,0,0.229,Medium,Low_Risk
CUST2719,47,Female,Married,Secondary,Employed,74,12078,13,2,0,0.84,0,1,1,0,0.229,Medium,Low_Risk
CUST0957,37,Female,Married,University,Unemployed,70,253091,8,1,0,0.92,1,1,0,0,0.229,Low,Low_Risk
CUST2645,41,Male,Single,Secondary,Self-employed,51,253112,11,1,0,0.54,1,0,0,0,0.228,Low,Low_Risk
CUST1992,36,Male,Married,Secondary,Self-employed,80,224863,7,2,0,0.86,1,1,0,0,0.228,Low,Low_Risk
CUST0398,35,Female,Single,University,Employed,56,7556,16,1,0,0.78,0,1,0,0,0.228,Low,Low_Risk
CUST1017,48,Male,Divorced,Secondary,Employed,69,44293,13,2,1,0.67,0,1,0,0,0.228,Medium,Low_Risk
CUST0179,18,Male,Single,Secondary,Employed,85,17392,11,2,0,0.86,0,1,0,0,0.228,Low,Low_Risk
CUST1854,45,Male,Married,Secondary,Unemployed,38,301671,12,1,0,0.86,0,1,0,0,0.228,Low,Low_Risk
CUST1210,37,Female,Single,Primary,Self-employed,67,144516,11,2,0,0.66,0,1,0,0,0.228,Low,Low_Risk
CUST2486,28,Male,Single,University,Employed,13,342902,15,1,1,0.76,1,0,0,0,0.228,Low,Low_Risk
CUST2944,43,Male,Single,University,Self-employed,97,106411,7,1,0,0.55,1,1,0,0,0.228,Low,Low_Risk
CUST1421,39,Female,Divorced,,Employed,77,73465,11,1,0,0.75,1,1,1,0,0.228,Low,Low_Risk
CUST1048,53,Male,Married,Secondary,Employed,55,56403,15,4,1,0.84,2,0,1,0,0.228,Medium,Low_Risk
CUST0771,50,Male,Single,,Unemployed,56,260385,10,2,0,0.64,3,1,0,0,0.228,Low,Low_Risk
CUST1555,58,Female,Divorced,Primary,Employed,24,228026,16,2,0,0.73,1,1,0,0,0.228,Medium,Low_Risk
CUST1565,31,Female,Married,Secondary,Self-employed,69,44095,13,2,1,0.95,0,1,0,0,0.228,Medium,Low_Risk
CUST2963,44,Female,Divorced,Primary,Self-employed,76,38002,12,1,0,0.68,2,1,0,0,0.228,Low,Low_Risk
CUST0631,28,Male,Married,,Employed,88,42643,10,4,0,0.79,2,1,0,0,0.228,Medium,Low_Risk
CUST1189,38,Female,Single,Secondary,Employed,86,52678,10,2,0,0.56,1,1,1,0,0.228,Low,Low_Risk
CUST2209,22,Female,Single,Secondary,Employed,21,76605,20,1,0,0.91,1,1,0,0,0.228,Medium,Low_Risk
CUST2801,29,Female,Single,Primary,Employed,10,239027,18,1,0,0.85,0,0,0,0,0.228,Medium,Low_Risk
CUST0533,35,Female,Married,Primary,Employed,34,201074,15,2,0,0.98,0,1,0,0,0.228,Medium,Low_Risk
CUST2992,28,Female,Single,Primary,Employed,57,40972,15,1,0,0.95,1,0,1,0,0.228,Low,Low_Risk
CUST1563,46,Female,Married,Primary,Self-employed,47,109193,15,1,0,0.65,3,0,1,0,0.228,Low,Low_Risk
CUST2339,46,Male,Married,Secondary,Employed,62,47348,14,4,0,0.97,2,1,0,0,0.227,Medium,Low_Risk
CUST0167,41,Female,Married,Primary,Employed,35,18676,19,2,0,0.88,1,0,1,0,0.227,Medium,Low_Risk
CUST1367,21,Male,Married,Primary,Self-employed,6,261182,18,1,0,0.7,0,1,0,0,0.227,Medium,Low_Risk
CUST2027,27,Female,Single,,Employed,23,315491,14,1,0,0.95,1,0,1,0,0.227,Low,Low_Risk
CUST2135,18,Male,Married,,Employed,72,232104,8,4,0,0.63,0,1,0,0,0.227,Medium,Low_Risk
CUST2631,24,Male,Married,Primary,Employed,93,44035,9,3,0,1.0,1,1,0,0,0.227,Medium,Low_Risk
CUST2258,43,Female,Single,University,Self-employed,42,11381,18,1,0,0.66,1,0,1,0,0.227,Medium,Low_Risk
CUST2486,30,Female,Married,,Employed,4,147441,21,3,0,0.71,1,1,1,0,0.227,Medium,Low_Risk
CUST1970,31,Female,Married,Secondary,Employed,73,96287,11,1,0,0.98,1,1,1,0,0.227,Low,Low_Risk
CUST0221,39,Male,Married,Secondary,Self-employed,62,3042,15,1,0,0.8,0,1,0,0,0.227,Low,Low_Risk
CUST1388,30,Female,Single,University,Employed,87,2072,11,1,0,0.75,0,1,0,0,0.227,Low,Low_Risk
CUST0931,39,Male,Single,Secondary,Self-employed,29,229519,15,1,0,0.81,1,1,1,0,0.227,Low,Low_Risk
CUST1273,46,Male,Married,Secondary,Employed,85,56744,10,2,0,0.6,3,0,0,0,0.227,Low,Low_Risk
CUST1902,40,Female,Married,Secondary,Employed,91,15004,10,3,0,0.95,1,0,0,0,0.227,Medium,Low_Risk
CUST0586,34,Male,Single,Primary,Employed,6,471234,13,1,0,0.73,3,1,0,0,0.226,Low,Low_Risk
CUST1195,53,Female,Single,Primary,Employed,7,294757,17,3,0,0.9,0,0,0,0,0.226,Medium,Low_Risk
CUST2141,31,Female,Single,Secondary,Employed,16,144001,19,2,0,0.89,0,1,0,0,0.226,Medium,Low_Risk
CUST2729,42,Female,Single,Primary,Self-employed,60,54623,14,1,0,0.73,2,0,1,0,0.226,Low,Low_Risk
CUST2191,34,Female,Single,Secondary,Self-employed,94,34893,9,2,0,0.9,0,1,0,0,0.226,Low,Low_Risk
CUST2616,31,Female,Single,University,Employed,42,95822,16,3,1,0.92,2,1,0,0,0.226,Medium,Low_Risk
CUST1873,32,Female,Divorced,University,Employed,44,334943,10,1,1,0.65,0,1,0,0,0.226,Low,Low_Risk
CUST1168,65,Male,Single,Secondary,Employed,34,108628,17,2,0,0.7,2,1,0,0,0.226,Medium,Low_Risk
CUST2411,31,Male,Single,University,Employed,64,68865,13,3,0,0.85,2,0,0,0,0.226,Medium,Low_Risk
CUST0001,21,Female,Single,Secondary,Self-employed,11,95745,21,1,0,0.8,0,1,0,0,0.226,Medium,Low_Risk
CUST0020,50,Male,Single,University,Employed,66,13767,14,2,0,0.83,0,1,1,0,0.226,Medium,Low_Risk
CUST2889,41,Male,Single,Secondary,Self-employed,65,19556,14,3,0,0.97,1,1,0,0,0.226,Medium,Low_Risk
CUST0207,42,Female,Married,Primary,Employed,51,118433,14,1,0,0.74,0,1,0,0,0.226,Low,Low_Risk
CUST0793,18,Female,Single,Secondary,Employed,48,10246,17,2,0,0.6,1,1,1,0,0.226,Medium,Low_Risk
CUST1846,35,Male,Married,,Employed,51,31987,16,2,0,0.87,1,1,0,0,0.226,Medium,Low_Risk
CUST1757,32,Male,Single,Secondary,Employed,90,62189,9,1,1,0.63,0,0,0,0,0.226,Low,Low_Risk
CUST0266,18,Female,Married,Primary,Self-employed,25,126814,18,1,0,0.73,0,1,0,0,0.226,Medium,Low_Risk
CUST1994,29,Male,Married,Secondary,Self-employed,4,270908,18,1,1,1.0,0,1,0,0,0.226,Medium,Low_Risk
CUST1753,34,Male,Single,Secondary,Self-employed,21,112719,19,3,0,0.52,2,0,1,0,0.226,Medium,Low_Risk
CUST2175,40,Male,Married,University,Self-employed,78,187177,8,3,1,0.75,1,1,1,0,0.226,Medium,Low_Risk
CUST0979,21,Male,Married,Secondary,Employed,63,76721,13,3,0,0.95,0,1,1,0,0.226,Medium,Low_Risk
CUST0494,21,Female,Married,Primary,Self-employed,39,197319,14,1,0,0.72,2,0,0,0,0.225,Low,Low_Risk
CUST1939,39,Male,Single,Primary,Employed,66,10991,14,4,0,0.57,0,0,0,0,0.225,Medium,Low_Risk
CUST1932,50,Male,Divorced,University,Employed,33,25295,19,1,0,0.92,0,1,0,0,0.225,Medium,Low_Risk
CUST2699,28,Female,Married,Primary,Self-employed,49,84548,15,1,0,0.87,1,0,0,0,0.225,Low,Low_Risk
CUST1251,35,Male,Single,Secondary,Employed,98,87379,7,3,0,0.88,1,1,0,0,0.225,Low,Low_Risk
CUST2627,19,Female,Single,Secondary,Employed,33,22779,19,2,0,0.96,0,1,0,0,0.225,Medium,Low_Risk
CUST0408,28,Female,Married,Primary,Employed,47,140014,14,1,0,0.95,1,0,1,0,0.225,Low,Low_Risk
CUST0537,59,Female,Divorced,Primary,Self-employed,56,165438,12,3,1,0.99,0,1,1,0,0.225,Medium,Low_Risk
CUST0149,38,Male,Single,Secondary,Employed,50,78182,15,1,0,0.88,1,0,0,0,0.225,Low,Low_Risk
CUST2282,52,Male,Married,Primary,Employed,9,190247,19,3,0,0.69,0,0,0,0,0.225,Medium,Low_Risk
CUST1506,21,Female,Single,Primary,Employed,80,42344,11,2,0,0.54,1,1,0,0,0.225,Low,Low_Risk
CUST1673,20,Female,Single,Secondary,Employed,44,117619,15,1,0,0.86,2,1,1,0,0.225,Low,Low_Risk
CUST2511,21,Male,Married,University,Employed,13,461667,12,3,0,0.52,0,1,0,0,0.225,Medium,Low_Risk
CUST1185,36,Female,Divorced,Primary,Employed,11,50113,22,2,0,0.81,0,1,0,0,0.225,Medium,Low_Risk
CUST1501,35,Male,Single,Secondary,Employed,53,14973,16,3,0,0.51,1,1,0,0,0.225,Medium,Low_Risk
CUST2270,24,Female,Married,Secondary,Unemployed,53,54822,15,1,0,0.98,2,1,0,0,0.225,Low,Low_Risk
CUST0789,32,Male,Single,Secondary,Employed,2,154468,21,1,0,0.55,3,1,0,0,0.225,Medium,Low_Risk
CUST2866,40,Male,Single,Primary,Employed,76,26359,12,4,0,0.98,1,1,0,0,0.225,Medium,Low_Risk
CUST2121,23,Male,Single,Secondary,Employed,33,18467,19,3,1,0.66,1,0,1,0,0.224,Medium,Low_Risk
CUST1662,46,Female,Married,Primary,Employed,64,105035,12,3,0,0.65,0,0,0,0,0.224,Medium,Low_Risk
CUST2231,29,Male,Single,Primary,Self-employed,3,98530,22,4,0,0.63,2,1,0,0,0.224,High,Low_Risk
CUST0491,22,Female,Married,,Self-employed,29,132344,17,4,0,0.68,1,1,1,0,0.224,High,Low_Risk
CUST1161,40,Male,Married,Secondary,Employed,61,80711,13,1,0,0.78,1,1,0,0,0.224,Low,Low_Risk
CUST0451,25,Female,Married,Secondary,Unemployed,72,5967,13,1,1,0.81,1,0,0,0,0.224,Low,Low_Risk
CUST1961,50,Male,Married,University,Employed,70,104262,11,1,0,0.77,1,1,0,0,0.224,Low,Low_Risk
CUST1844,39,Female,Married,Primary,Self-employed,40,15929,18,2,0,0.88,1,1,0,0,0.224,Medium,Low_Risk
CUST1730,43,Female,Single,Primary,Employed,84,51583,10,1,0,0.73,4,1,1,0,0.224,Low,Low_Risk
